transaction_id,customer_id,amount,currency,payment_method,failure_reason,attempt_number,previous_success_count,previous_failure_count,average_transaction_amount,customer_lifetime_value,days_since_last_purchase,purchase_frequency,subscription_status,device_type,country,hour,day_of_week,recovery_probability,recovered,recovery_time_minutes,recovery_action
TXN007898,CUST00383,7662.05,INR,netbanking,bank_timeout,1,3,2,2424.95,13246.33,156,0.192,inactive,mobile,Singapore,2,2,0.4644,0,0,reminder
TXN007899,CUST03066,447.24,INR,card,expired_card,1,8,0,1711.64,14772.3,113,1.812,inactive,mobile,India,20,1,0.7004,1,31,reminder
TXN007900,CUST04389,4679.49,INR,netbanking,incorrect_otp,1,10,2,10580.55,183022.72,143,1.801,active,mobile,UAE,14,1,0.97,0,0,retry
TXN007901,CUST04192,15501.15,INR,upi,issuer_decline,2,2,2,1393.84,4171.87,143,0.893,active,mobile,UK,23,6,0.8067,1,45,payment_link
TXN007902,CUST02765,1040.39,INR,card,network_error,1,5,3,3073.27,16680.98,50,0.989,active,desktop,India,13,4,0.97,1,12,payment_link
TXN007903,CUST03629,2241.89,INR,card,incorrect_otp,1,11,1,4427.23,61454.78,100,1.83,inactive,mobile,Singapore,16,3,0.8698,0,0,retry
TXN007904,CUST04631,21505.0,INR,netbanking,bank_timeout,1,11,0,5835.86,66344.33,175,1.716,active,desktop,UAE,20,0,0.97,1,5,payment_link
TXN007905,CUST00250,1916.78,INR,card,expired_card,1,8,4,6096.16,49352.27,144,1.443,active,desktop,Singapore,23,6,0.7768,1,24,retry
TXN007906,CUST04979,796.39,INR,card,issuer_decline,1,7,1,5789.96,75292.93,98,1.176,active,mobile,India,1,3,0.9334,1,23,payment_link
TXN007907,CUST02184,17655.38,INR,card,bank_timeout,2,4,2,4205.16,17247.61,161,0.885,active,desktop,India,12,6,0.8935,1,47,payment_link
TXN007908,CUST01796,2875.72,INR,upi,network_error,1,9,2,3298.78,32976.83,59,1.862,active,mobile,UAE,13,1,0.97,1,42,payment_link
TXN007909,CUST00145,6846.13,INR,netbanking,expired_card,1,3,1,1781.0,4752.07,55,0.953,inactive,mobile,Singapore,16,6,0.4389,0,0,escalate
TXN007910,CUST00115,2006.69,INR,wallet,insufficient_funds,2,11,2,2972.31,33934.85,84,0.236,active,mobile,India,2,1,0.7499,1,40,reminder
TXN007911,CUST00751,1782.93,INR,card,expired_card,4,5,3,3914.16,28983.44,113,0.741,inactive,mobile,USA,20,6,0.03,0,0,escalate
TXN007912,CUST04181,17929.82,INR,card,bank_timeout,1,6,1,8736.7,50336.44,180,1.75,active,desktop,USA,4,0,0.97,1,18,payment_link
TXN007913,CUST02104,12461.07,INR,upi,issuer_decline,4,6,4,7911.24,49122.91,30,1.677,active,mobile,USA,12,4,0.97,1,36,payment_link
TXN007914,CUST01956,409.8,INR,card,incorrect_otp,1,9,0,4127.94,67809.03,131,0.469,active,mobile,UAE,5,0,0.961,1,31,retry
TXN007915,CUST00123,9123.74,INR,netbanking,bank_timeout,1,8,3,6307.42,75392.74,109,0.944,inactive,mobile,UAE,18,0,0.9014,1,17,payment_link
TXN007916,CUST02397,2310.77,INR,upi,insufficient_funds,1,7,2,2593.0,33169.37,33,0.024,inactive,mobile,UAE,10,5,0.4349,0,0,escalate
TXN007917,CUST00379,9110.82,INR,card,insufficient_funds,2,9,3,2922.26,25159.0,135,1.821,trial,desktop,UK,18,0,0.5823,1,59,reminder
TXN007918,CUST03165,8348.46,INR,netbanking,network_error,1,7,4,2216.13,16641.13,74,0.842,active,desktop,USA,9,5,0.97,1,5,payment_link
TXN007919,CUST02320,2562.98,INR,netbanking,insufficient_funds,1,5,2,1511.49,14535.11,144,0.332,active,desktop,UK,3,0,0.5085,1,56,reminder
TXN007920,CUST02276,4511.99,INR,upi,network_error,2,7,3,4619.01,48146.5,58,0.839,active,desktop,UAE,14,4,0.97,1,5,payment_link
TXN007921,CUST00078,13885.41,INR,upi,issuer_decline,1,6,2,782.75,7458.09,36,1.762,active,mobile,India,12,2,0.97,1,44,payment_link
TXN007922,CUST02038,1746.36,INR,upi,insufficient_funds,2,11,3,3356.81,45511.77,49,0.835,active,tablet,UK,6,0,0.8967,1,10,retry
TXN007923,CUST01757,5588.15,INR,upi,network_error,2,2,0,4238.73,7041.94,8,1.159,trial,mobile,UK,6,4,0.97,1,30,payment_link
TXN007924,CUST00248,3130.13,INR,card,bank_timeout,2,8,1,2096.98,22614.46,154,0.734,active,mobile,UK,1,3,0.9561,1,18,payment_link
TXN007925,CUST04943,7224.66,INR,card,network_error,1,12,3,2437.9,26246.89,22,0.233,trial,mobile,UK,9,2,0.97,1,14,payment_link
TXN007926,CUST02720,4856.16,INR,card,network_error,1,4,5,6874.87,43989.74,26,0.426,inactive,desktop,USA,5,5,0.8117,1,43,payment_link
TXN007927,CUST02930,571.35,INR,card,expired_card,1,9,2,1604.39,18860.25,148,0.674,inactive,desktop,India,22,3,0.2418,0,0,escalate
TXN007928,CUST02805,2806.83,INR,upi,issuer_decline,1,9,2,1008.09,9498.03,172,0.197,active,desktop,Singapore,18,6,0.9187,1,30,payment_link
TXN007929,CUST00855,4040.22,INR,card,bank_timeout,1,8,5,555.98,8632.55,49,1.733,active,mobile,Singapore,9,2,0.9699,1,21,payment_link
TXN007930,CUST04889,6009.93,INR,card,incorrect_otp,1,5,3,2622.88,16451.38,101,1.482,inactive,desktop,USA,21,3,0.6774,1,40,reminder
TXN007931,CUST04303,739.37,INR,card,incorrect_otp,1,7,1,2898.85,22598.81,180,1.809,inactive,desktop,Singapore,19,3,0.9057,1,27,retry
TXN007932,CUST00691,4881.4,INR,card,network_error,3,3,1,5339.22,25228.62,142,1.073,trial,mobile,UAE,6,0,0.666,1,37,reminder
TXN007933,CUST00367,3832.29,INR,card,bank_timeout,1,7,0,4490.47,56987.08,55,0.325,trial,mobile,USA,15,3,0.97,1,31,payment_link
TXN007934,CUST01517,1878.72,INR,card,insufficient_funds,1,7,1,2180.64,15271.14,175,1.138,active,tablet,India,7,0,0.8916,0,0,retry
TXN007935,CUST03990,4445.81,INR,netbanking,expired_card,1,12,3,1273.37,28493.26,123,0.607,active,mobile,UK,15,6,0.6144,1,52,reminder
TXN007936,CUST01650,23511.18,INR,upi,incorrect_otp,1,9,5,1460.63,19603.14,58,0.842,inactive,desktop,UK,16,3,0.6959,0,0,reminder
TXN007937,CUST04465,10242.82,INR,wallet,insufficient_funds,1,5,3,1713.72,8358.3,86,1.01,inactive,mobile,Singapore,1,6,0.538,1,75,reminder
TXN007938,CUST04622,1267.21,INR,card,expired_card,1,8,1,1612.37,23829.79,128,1.046,trial,mobile,USA,17,4,0.6512,0,0,reminder
TXN007939,CUST04206,4904.33,INR,upi,insufficient_funds,1,6,2,5987.17,60469.61,56,1.728,inactive,mobile,India,18,5,0.879,1,47,retry
TXN007940,CUST03532,1221.95,INR,wallet,bank_timeout,1,11,2,4873.11,54004.11,137,0.364,inactive,desktop,USA,13,5,0.8323,1,47,payment_link
TXN007941,CUST01152,1809.66,INR,upi,bank_timeout,1,6,3,2556.16,26774.73,59,1.639,active,mobile,India,9,4,0.97,1,33,payment_link
TXN007942,CUST02025,3103.37,INR,card,bank_timeout,2,10,4,2219.32,31826.84,173,0.548,active,mobile,Singapore,5,0,0.855,0,0,payment_link
TXN007943,CUST00545,6087.66,INR,upi,issuer_decline,1,8,3,3117.3,36172.84,131,0.971,active,desktop,UAE,17,5,0.9623,1,27,payment_link
TXN007944,CUST01522,6392.32,INR,card,incorrect_otp,1,6,4,5094.2,29021.45,129,1.919,active,desktop,Singapore,16,0,0.8991,1,38,retry
TXN007945,CUST01166,1074.91,INR,upi,insufficient_funds,1,8,5,4103.51,58326.39,42,0.12,active,tablet,Singapore,8,1,0.8849,1,13,retry
TXN007946,CUST01237,9360.83,INR,card,incorrect_otp,1,4,1,6622.62,36693.1,130,1.01,inactive,mobile,UAE,15,5,0.66,0,0,reminder
TXN007947,CUST00016,2787.26,INR,upi,insufficient_funds,1,7,1,5025.08,32099.53,144,1.309,inactive,mobile,USA,1,3,0.499,1,56,reminder
TXN007948,CUST02948,5846.9,INR,card,expired_card,2,8,3,5420.65,74975.72,163,1.531,active,tablet,Singapore,18,0,0.7718,1,40,retry
TXN007949,CUST01927,1525.59,INR,upi,issuer_decline,2,7,1,1330.08,9661.84,77,1.264,active,mobile,USA,18,2,0.97,1,35,payment_link
TXN007950,CUST00172,3465.13,INR,card,issuer_decline,1,4,0,2892.26,13372.58,39,1.89,inactive,mobile,USA,8,6,0.9275,1,42,payment_link
TXN007951,CUST00871,5345.19,INR,card,insufficient_funds,1,9,0,2914.81,21224.75,120,1.784,active,mobile,UK,11,2,0.97,1,51,retry
TXN007952,CUST01683,8696.99,INR,upi,network_error,1,8,1,3481.9,40967.62,125,1.957,active,mobile,Singapore,7,5,0.9673,1,13,payment_link
TXN007953,CUST03032,2217.64,INR,wallet,incorrect_otp,2,8,1,4804.2,41513.47,91,0.851,active,mobile,USA,6,3,0.8867,1,24,retry
TXN007954,CUST01881,2015.59,INR,card,incorrect_otp,2,9,3,2160.96,38135.11,10,0.462,trial,desktop,India,19,5,0.8895,1,20,retry
TXN007955,CUST02730,9116.46,INR,card,insufficient_funds,1,9,6,2783.18,23037.87,82,0.437,inactive,mobile,USA,23,5,0.2766,0,0,escalate
TXN007956,CUST03371,3065.2,INR,card,bank_timeout,1,14,2,1688.24,45970.72,163,0.644,active,tablet,UK,12,1,0.97,1,9,payment_link
TXN007957,CUST03099,3247.27,INR,wallet,expired_card,1,10,2,5792.68,84785.23,153,1.584,active,mobile,Singapore,12,6,0.97,1,19,retry
TXN007958,CUST01292,29668.89,INR,card,bank_timeout,1,13,2,6050.95,89234.43,2,1.442,active,mobile,USA,22,6,0.97,1,48,payment_link
TXN007959,CUST02813,976.76,INR,card,network_error,2,5,3,5725.59,26280.03,138,1.806,active,mobile,USA,22,2,0.97,1,5,payment_link
TXN007960,CUST01348,18246.04,INR,card,insufficient_funds,1,11,1,5085.42,101875.59,142,1.478,inactive,desktop,UK,0,1,0.8049,1,15,retry
TXN007961,CUST00799,1383.61,INR,card,incorrect_otp,1,7,3,1311.04,12493.97,122,0.403,trial,mobile,India,17,6,0.7457,1,37,reminder
TXN007962,CUST02912,3984.05,INR,upi,bank_timeout,1,10,2,2341.4,43707.04,83,0.91,active,tablet,USA,5,2,0.97,1,30,payment_link
TXN007963,CUST02582,18014.12,INR,upi,bank_timeout,2,4,2,10437.88,50997.78,17,0.502,active,mobile,UAE,22,0,0.9587,1,27,payment_link
TXN007964,CUST04239,1420.23,INR,card,bank_timeout,1,10,1,5739.4,92974.82,155,1.79,inactive,tablet,India,23,1,0.97,1,15,payment_link
TXN007965,CUST01127,3550.96,INR,card,insufficient_funds,1,9,1,2753.54,23517.53,93,1.646,inactive,tablet,Singapore,20,5,0.675,0,0,reminder
TXN007966,CUST02433,2139.57,INR,card,issuer_decline,1,8,0,5747.84,43085.84,87,0.348,inactive,mobile,USA,11,5,0.8931,1,21,payment_link
TXN007967,CUST03633,5831.72,INR,card,issuer_decline,1,4,3,3059.46,23565.56,148,0.364,active,mobile,UAE,13,4,0.8187,1,58,payment_link
TXN007968,CUST03202,5943.74,INR,upi,bank_timeout,1,9,1,1191.89,19007.6,168,1.512,active,tablet,UK,2,3,0.97,1,28,payment_link
TXN007969,CUST00980,4508.48,INR,upi,network_error,1,7,4,12335.56,135915.43,116,0.036,active,mobile,USA,5,2,0.966,1,9,payment_link
TXN007970,CUST01033,43978.01,INR,card,network_error,1,10,2,3217.9,39501.02,42,1.969,trial,desktop,India,20,1,0.97,1,31,payment_link
TXN007971,CUST02694,354.72,INR,card,insufficient_funds,2,9,1,1650.24,23005.39,72,0.5,active,mobile,USA,23,0,0.8504,1,27,retry
TXN007972,CUST04849,1160.89,INR,netbanking,insufficient_funds,3,9,2,2603.29,31552.99,65,0.151,active,mobile,UAE,23,4,0.5196,1,71,reminder
TXN007973,CUST01769,2726.12,INR,card,issuer_decline,1,12,3,8546.45,126237.1,59,0.922,active,mobile,Singapore,9,5,0.97,1,24,payment_link
TXN007974,CUST01431,1328.0,INR,card,insufficient_funds,1,9,1,4269.31,68651.45,106,0.99,active,mobile,UAE,2,6,0.9227,1,17,retry
TXN007975,CUST00646,1544.17,INR,wallet,expired_card,2,12,3,2609.44,26051.3,35,1.783,active,mobile,Singapore,10,2,0.9506,1,17,retry
TXN007976,CUST03323,5666.01,INR,card,insufficient_funds,4,4,2,3937.2,30976.38,139,1.503,inactive,tablet,India,9,1,0.042,0,0,escalate
TXN007977,CUST01457,994.4,INR,netbanking,network_error,1,12,0,4695.56,102374.61,86,0.846,inactive,mobile,Singapore,10,4,0.97,1,36,payment_link
TXN007978,CUST01970,7068.23,INR,card,network_error,1,12,0,3442.0,45749.27,85,0.119,active,tablet,Singapore,22,1,0.97,1,32,payment_link
TXN007979,CUST03426,7676.2,INR,wallet,incorrect_otp,2,5,1,4472.74,32597.12,38,1.698,inactive,desktop,USA,18,6,0.8756,1,8,retry
TXN007980,CUST03201,12089.42,INR,card,network_error,1,4,1,8790.9,67715.53,172,0.043,active,mobile,USA,1,1,0.9451,1,35,payment_link
TXN007981,CUST01247,1109.04,INR,netbanking,issuer_decline,2,7,2,1329.42,17801.95,59,1.129,active,desktop,India,18,4,0.9585,1,13,payment_link
TXN007982,CUST04493,3154.08,INR,netbanking,issuer_decline,2,6,4,2251.94,11177.16,66,1.038,inactive,desktop,USA,1,1,0.5326,0,0,reminder
TXN007983,CUST03384,4909.79,INR,upi,insufficient_funds,1,10,5,3275.32,55054.94,36,0.213,active,desktop,UAE,21,0,0.8777,0,0,retry
TXN007984,CUST00445,635.36,INR,netbanking,issuer_decline,3,8,0,1217.96,10296.73,116,1.895,inactive,desktop,UAE,4,0,0.677,0,0,reminder
TXN007985,CUST02316,2976.62,INR,upi,insufficient_funds,2,9,1,2034.06,20069.61,50,0.32,active,tablet,Singapore,14,5,0.8971,1,5,retry
TXN007986,CUST02874,737.06,INR,netbanking,bank_timeout,1,8,1,2398.07,17497.37,174,1.281,inactive,mobile,USA,3,0,0.9313,1,17,payment_link
TXN007987,CUST01828,2929.17,INR,upi,network_error,1,5,1,1200.47,4929.68,107,1.904,active,mobile,Singapore,2,1,0.97,1,11,payment_link
TXN007988,CUST00551,6856.25,INR,netbanking,network_error,3,4,2,4680.08,34316.16,79,1.068,active,tablet,Singapore,9,6,0.9498,1,5,payment_link
TXN007989,CUST04015,5100.72,INR,netbanking,network_error,1,11,1,1249.43,25674.34,102,1.202,trial,desktop,UK,10,2,0.9553,1,50,payment_link
TXN007990,CUST01943,1277.91,INR,upi,issuer_decline,1,6,1,4828.83,26151.06,12,0.772,inactive,mobile,USA,9,2,0.9557,0,0,payment_link
TXN007991,CUST00927,10520.69,INR,card,network_error,3,12,2,5307.26,107669.19,139,1.52,active,desktop,Singapore,8,2,0.97,1,46,payment_link
TXN007992,CUST01037,4258.7,INR,card,bank_timeout,1,14,0,10960.88,224723.44,74,1.38,trial,tablet,USA,9,6,0.97,1,12,payment_link
TXN007993,CUST03968,4739.63,INR,card,network_error,2,3,1,6531.51,38828.79,96,1.957,active,tablet,India,9,5,0.9546,1,19,payment_link
TXN007994,CUST03958,6270.62,INR,netbanking,incorrect_otp,1,9,3,2789.99,30545.29,171,0.702,inactive,mobile,India,18,6,0.5166,1,46,reminder
TXN007995,CUST03687,3553.21,INR,upi,incorrect_otp,1,16,2,2085.36,64040.19,78,0.033,active,mobile,UAE,4,3,0.97,1,43,retry
TXN007996,CUST00543,943.25,INR,card,network_error,2,9,2,1939.03,24161.07,178,0.069,active,mobile,India,17,2,0.9568,1,66,payment_link
TXN007997,CUST03069,1913.12,INR,card,issuer_decline,2,4,3,8265.83,49454.06,99,0.396,trial,desktop,India,12,5,0.4618,0,0,reminder
TXN007998,CUST00009,902.13,INR,card,expired_card,1,7,1,1055.49,6379.67,134,0.104,active,mobile,India,17,5,0.5687,1,54,reminder
TXN007999,CUST03503,4193.18,INR,card,insufficient_funds,1,10,2,1258.07,22327.3,118,0.131,active,mobile,UAE,6,4,0.6724,1,48,reminder
TXN008000,CUST04060,799.41,INR,wallet,expired_card,1,7,2,3725.47,43396.1,27,1.966,active,mobile,India,1,0,0.97,1,5,retry
TXN008001,CUST02997,3423.02,INR,netbanking,expired_card,2,11,2,2622.13,24499.13,173,1.42,trial,mobile,India,3,5,0.4317,0,0,escalate
TXN008002,CUST00537,3040.7,INR,card,network_error,1,13,2,1244.92,19008.9,34,0.22,active,mobile,India,23,4,0.97,1,7,payment_link
TXN008003,CUST01406,8822.22,INR,upi,expired_card,1,10,1,4137.37,51179.08,167,0.251,active,desktop,UK,0,0,0.8319,1,28,retry
TXN008004,CUST04875,1807.31,INR,card,issuer_decline,1,3,2,4015.71,22427.28,12,1.7,active,desktop,UK,7,2,0.9662,1,36,payment_link
TXN008005,CUST04772,1002.74,INR,card,bank_timeout,1,8,4,5228.23,60647.04,6,0.981,trial,mobile,UK,20,6,0.97,1,43,payment_link
TXN008006,CUST01382,579.46,INR,card,incorrect_otp,2,7,3,7001.32,95380.93,103,0.233,inactive,tablet,India,15,1,0.4019,0,0,escalate
TXN008007,CUST02550,11482.35,INR,card,issuer_decline,1,7,1,896.3,7770.82,112,0.117,active,desktop,USA,16,5,0.89,1,43,payment_link
TXN008008,CUST04548,2470.41,INR,card,insufficient_funds,1,7,0,890.89,9388.32,137,1.645,inactive,mobile,Singapore,1,2,0.6094,1,52,reminder
TXN008009,CUST04878,3899.56,INR,upi,issuer_decline,2,4,1,5452.69,39927.01,118,0.93,trial,mobile,UAE,12,3,0.7239,1,70,reminder
TXN008010,CUST00536,39820.68,INR,wallet,insufficient_funds,1,7,1,2578.18,17233.62,161,0.323,trial,desktop,India,9,3,0.3401,0,0,escalate
TXN008011,CUST02575,952.91,INR,card,network_error,1,8,1,3062.13,19874.62,133,0.133,active,mobile,UK,14,1,0.97,1,11,payment_link
TXN008012,CUST04271,13600.36,INR,upi,insufficient_funds,4,9,2,3870.12,64547.04,138,0.682,inactive,mobile,USA,1,3,0.0883,0,0,escalate
TXN008013,CUST03424,5268.03,INR,upi,network_error,1,9,2,3103.82,28529.24,128,1.504,active,mobile,UAE,14,6,0.97,1,10,payment_link
TXN008014,CUST03741,4836.1,INR,card,incorrect_otp,1,6,1,2074.94,23906.79,104,0.946,inactive,mobile,USA,12,1,0.6985,0,0,reminder
TXN008015,CUST02981,16417.41,INR,upi,issuer_decline,1,9,0,1759.9,29737.4,5,0.031,active,desktop,Singapore,17,6,0.97,1,54,payment_link
TXN008016,CUST03958,3939.12,INR,card,network_error,1,6,4,2455.74,12345.14,5,0.22,active,mobile,UAE,22,0,0.97,1,31,payment_link
TXN008017,CUST03507,467.4,INR,card,insufficient_funds,1,13,2,8771.37,207132.43,77,0.903,inactive,mobile,Singapore,1,1,0.8673,1,20,retry
TXN008018,CUST01149,6629.57,INR,card,network_error,2,8,4,5313.9,62481.34,84,1.442,trial,mobile,UK,17,2,0.97,1,5,payment_link
TXN008019,CUST00769,2233.38,INR,card,issuer_decline,3,3,3,1767.8,6627.03,94,0.156,active,mobile,India,17,0,0.3288,0,0,escalate
TXN008020,CUST02156,13845.71,INR,card,bank_timeout,1,7,3,2965.41,22293.12,155,1.047,active,mobile,UK,19,0,0.9678,1,20,payment_link
TXN008021,CUST00660,8737.51,INR,card,expired_card,1,3,2,1142.01,5556.09,144,0.614,inactive,mobile,India,15,4,0.117,0,0,escalate
TXN008022,CUST01560,995.74,INR,card,bank_timeout,1,11,0,4300.35,65508.7,108,1.159,trial,desktop,UAE,1,2,0.97,1,15,payment_link
TXN008023,CUST01428,1102.38,INR,wallet,issuer_decline,1,5,1,6094.23,27810.62,48,0.705,active,mobile,UK,3,4,0.9451,1,35,payment_link
TXN008024,CUST04274,1672.46,INR,upi,issuer_decline,1,11,0,4509.26,97314.59,133,1.517,active,tablet,India,4,5,0.97,1,30,payment_link
TXN008025,CUST01451,1520.5,INR,wallet,insufficient_funds,1,8,2,1314.57,12813.98,168,1.925,active,mobile,India,17,4,0.9463,0,0,retry
TXN008026,CUST04055,3188.85,INR,netbanking,issuer_decline,1,10,4,6076.12,96054.13,60,0.36,inactive,desktop,Singapore,5,0,0.7585,1,30,payment_link
TXN008027,CUST04569,1981.26,INR,upi,issuer_decline,1,7,2,5271.76,72856.19,139,0.232,trial,mobile,UK,8,2,0.8685,0,0,payment_link
TXN008028,CUST03164,2617.0,INR,card,network_error,1,8,3,3264.78,39058.67,20,0.834,active,mobile,UAE,1,1,0.97,1,19,payment_link
TXN008029,CUST03891,4890.71,INR,card,insufficient_funds,3,13,0,7180.6,153182.24,145,0.516,inactive,desktop,USA,6,5,0.2824,1,61,escalate
TXN008030,CUST02996,7126.42,INR,card,issuer_decline,1,9,0,6070.84,60842.19,51,0.962,active,desktop,USA,15,0,0.97,1,28,payment_link
TXN008031,CUST00191,1556.86,INR,card,issuer_decline,1,7,2,4738.39,54506.35,139,0.486,active,desktop,Singapore,14,2,0.9632,1,43,payment_link
TXN008032,CUST04550,13392.13,INR,netbanking,insufficient_funds,2,6,2,1016.51,5127.25,24,1.182,trial,mobile,UAE,13,4,0.8289,1,64,retry
TXN008033,CUST04756,4829.92,INR,upi,insufficient_funds,1,7,1,3934.63,45236.52,132,0.799,active,mobile,USA,1,1,0.8666,1,20,retry
TXN008034,CUST01820,1653.68,INR,card,issuer_decline,2,10,2,4660.18,49912.63,51,0.418,trial,mobile,UK,5,4,0.8542,1,28,payment_link
TXN008035,CUST04750,11832.86,INR,card,incorrect_otp,1,3,3,19171.72,58930.19,2,1.298,active,mobile,India,18,1,0.97,1,18,retry
TXN008036,CUST01382,6003.49,INR,card,insufficient_funds,2,5,1,3849.49,15881.27,4,1.71,active,mobile,UK,19,5,0.97,1,26,retry
TXN008037,CUST04490,9758.23,INR,card,expired_card,1,6,1,6323.64,74678.33,123,0.504,trial,mobile,India,22,6,0.3967,0,0,escalate
TXN008038,CUST03099,3589.94,INR,card,insufficient_funds,4,9,2,5308.32,61929.97,100,1.539,inactive,mobile,USA,18,1,0.1364,1,83,escalate
TXN008039,CUST01967,2005.37,INR,card,bank_timeout,1,5,1,2817.3,14129.22,64,1.857,trial,mobile,Singapore,9,0,0.97,1,62,payment_link
TXN008040,CUST01377,543.44,INR,card,insufficient_funds,1,8,2,2051.96,22332.46,117,1.552,active,mobile,UK,10,4,0.8878,1,55,retry
TXN008041,CUST02496,23169.36,INR,netbanking,issuer_decline,1,7,1,4900.29,28211.11,80,1.162,inactive,desktop,USA,15,3,0.8544,1,32,payment_link
TXN008042,CUST03498,4535.61,INR,card,network_error,1,8,2,4004.71,40318.45,41,1.875,inactive,mobile,Singapore,8,3,0.97,1,23,payment_link
TXN008043,CUST02354,457.64,INR,upi,incorrect_otp,1,12,2,6869.82,82435.99,133,1.821,active,mobile,USA,23,2,0.97,1,5,retry
TXN008044,CUST03525,3206.18,INR,card,insufficient_funds,3,5,3,2041.07,20109.19,116,1.131,inactive,mobile,UAE,12,0,0.0556,0,0,escalate
TXN008045,CUST02559,3703.0,INR,card,expired_card,1,12,2,1389.0,21641.08,69,0.43,trial,mobile,UAE,5,4,0.697,1,41,reminder
TXN008046,CUST00679,3992.87,INR,upi,network_error,1,4,3,3399.72,19272.5,111,1.028,active,mobile,USA,13,0,0.9459,0,0,payment_link
TXN008047,CUST01263,995.45,INR,wallet,network_error,1,5,3,18492.13,110020.4,68,0.244,trial,mobile,Singapore,21,0,0.9313,1,24,payment_link
TXN008048,CUST03539,2844.03,INR,card,bank_timeout,4,7,2,3195.64,38366.56,71,0.243,active,desktop,USA,17,4,0.7842,1,43,payment_link
TXN008049,CUST04618,2381.59,INR,wallet,insufficient_funds,1,9,1,3181.61,53503.87,175,1.637,trial,mobile,India,16,5,0.8715,1,33,retry
TXN008050,CUST02628,9654.16,INR,upi,bank_timeout,1,11,0,2669.47,46326.34,27,1.61,active,desktop,UK,0,6,0.97,1,33,payment_link
TXN008051,CUST00726,15424.09,INR,upi,network_error,3,4,5,1801.3,12709.53,116,1.638,inactive,desktop,UK,23,2,0.4671,0,0,reminder
TXN008052,CUST03862,3671.76,INR,upi,network_error,1,4,4,2460.04,13255.21,100,0.525,active,mobile,USA,18,5,0.97,1,20,payment_link
TXN008053,CUST00180,7804.88,INR,upi,issuer_decline,2,4,0,2357.3,15187.41,122,1.068,inactive,mobile,India,13,6,0.6202,1,60,reminder
TXN008054,CUST01581,6827.23,INR,upi,expired_card,3,10,1,3006.32,46850.93,161,1.039,active,mobile,India,15,6,0.5362,1,42,reminder
TXN008055,CUST00725,11854.84,INR,netbanking,insufficient_funds,1,2,0,5556.59,19754.95,106,1.59,active,mobile,USA,0,2,0.8311,1,28,retry
TXN008056,CUST00742,1072.61,INR,card,insufficient_funds,1,7,4,1179.45,16145.46,133,0.176,inactive,mobile,UAE,3,1,0.1414,0,0,escalate
TXN008057,CUST04104,1688.96,INR,card,bank_timeout,1,4,1,5913.66,31059.9,127,0.976,trial,tablet,UAE,20,1,0.9686,1,11,payment_link
TXN008058,CUST02182,12164.08,INR,wallet,issuer_decline,2,11,0,3737.15,42562.11,65,1.41,inactive,desktop,UK,10,1,0.9293,0,0,payment_link
TXN008059,CUST01600,744.15,INR,netbanking,network_error,1,9,1,4031.44,65242.54,101,1.045,active,desktop,India,6,6,0.97,1,5,payment_link
TXN008060,CUST04599,3336.8,INR,netbanking,expired_card,1,6,1,2132.34,10924.94,102,1.036,active,mobile,Singapore,7,3,0.6212,1,43,reminder
TXN008061,CUST03701,6556.0,INR,card,network_error,1,7,1,6177.59,60679.06,90,0.7,inactive,mobile,UAE,4,5,0.9559,1,14,payment_link
TXN008062,CUST03472,1010.46,INR,upi,expired_card,1,9,2,1394.79,22481.61,100,0.782,inactive,tablet,India,13,3,0.3609,0,0,escalate
TXN008063,CUST04003,5126.42,INR,card,network_error,1,8,0,2109.49,13827.51,169,0.996,inactive,desktop,India,8,1,0.8789,1,25,payment_link
TXN008064,CUST00757,1060.83,INR,upi,insufficient_funds,1,8,2,2813.03,35746.07,19,0.909,active,mobile,USA,6,6,0.97,1,15,retry
TXN008065,CUST04512,2772.26,INR,netbanking,expired_card,1,8,1,2255.73,21907.86,42,0.203,inactive,mobile,Singapore,0,1,0.2826,1,86,escalate
TXN008066,CUST00695,6938.12,INR,upi,network_error,1,4,0,1739.02,9574.03,13,0.286,active,mobile,USA,7,2,0.97,1,11,payment_link
TXN008067,CUST00018,7874.2,INR,card,incorrect_otp,1,12,3,17015.44,285235.34,44,1.314,active,mobile,UAE,14,1,0.97,1,6,retry
TXN008068,CUST00408,522.39,INR,card,issuer_decline,3,8,2,1881.16,21761.39,121,0.805,active,mobile,UK,5,3,0.7641,1,71,payment_link
TXN008069,CUST02936,1479.84,INR,card,bank_timeout,2,12,1,8966.91,150070.1,101,1.837,trial,tablet,Singapore,17,4,0.97,1,5,payment_link
TXN008070,CUST03967,460.57,INR,card,expired_card,2,10,1,5021.14,62538.82,91,1.396,trial,tablet,India,3,3,0.6769,0,0,reminder
TXN008071,CUST04194,20474.87,INR,upi,bank_timeout,1,8,2,2921.31,43984.3,81,0.379,active,mobile,UK,21,1,0.97,1,19,payment_link
TXN008072,CUST02443,25182.65,INR,card,issuer_decline,1,8,0,4012.29,45813.43,161,1.027,inactive,mobile,USA,0,1,0.611,1,40,reminder
TXN008073,CUST03202,30604.08,INR,netbanking,expired_card,1,5,1,2027.2,18842.41,128,1.208,active,desktop,USA,6,0,0.5006,1,32,reminder
TXN008074,CUST04790,4653.79,INR,netbanking,network_error,2,11,1,2247.86,42934.25,118,0.457,inactive,mobile,Singapore,16,3,0.7427,1,29,reminder
